brick_id,delivery_nr,brick_format,brick_original_dimensions (mm),brick_origin,brick_distance (km),age (y),colour name,turn_nr,mortar rests (%),colour rests (%),R,G,B,lu (mm),wu (mm),hu (mm),volume (%)
4256,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.9,0.01,156,73,62,241.8,117.7,65.4,0.95
4257,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.41,0.12,229,145,105,257.3,118.0,65.4,1.02
4258,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.38,0.14,229,140,97,240.5,123.9,62.7,0.96
4259,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.29,0.08,207,104,77,250.1,114.8,67.4,0.99
4260,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.12,0.01,149,95,67,244.3,125.1,62.9,0.99
4261,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.31,0.01,229,145,105,260.4,119.3,65.8,1.05
4262,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.11,0.01,229,127,111,246.0,119.8,65.9,1.0
4263,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.17,0.01,229,127,111,195.9,117.3,67.4,0.79
4264,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.28,0.01,160,76,67,238.2,120.7,67.3,0.99
4265,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.8,0.09,229,140,107,242.4,123.5,66.8,1.03
4266,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.34,0.01,179,104,70,238.7,119.2,65.6,0.96
4267,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.01,228,136,105,258.1,118.6,61.8,0.97
4268,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.47,0.15,149,95,67,135.2,120.2,66.9,0.56
4269,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.35,0.01,191,87,72,254.7,115.3,63.3,0.95
4270,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.01,229,140,107,251.2,120.6,63.5,0.99
4271,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.16,0.01,191,87,72,257.8,119.7,64.9,1.03
4272,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.32,0.01,229,127,111,253.2,119.8,61.8,0.96
4273,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.17,0.13,229,102,103,134.0,116.5,62.1,0.5
4274,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.09,0.12,229,140,97,134.4,118.3,67.0,0.55
4275,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.46,0.01,122,49,53,255.1,115.5,63.5,0.96
4276,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.49,0.12,179,104,70,249.3,119.3,67.1,1.02
4277,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.05,0.01,179,104,70,244.7,125.6,66.7,1.05
4278,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.26,0.07,179,104,70,239.7,117.7,66.0,0.95
4279,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.35,0.01,191,87,72,242.9,122.4,66.3,1.01
4280,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.0,0.01,229,140,107,223.9,118.9,64.0,0.87
4281,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.29,0.01,229,102,103,245.5,121.2,62.3,0.95
4282,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.06,0.01,229,140,107,151.7,121.3,67.6,0.64
4283,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.11,0.01,228,136,105,252.1,116.8,63.4,0.96
4284,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.16,0.13,179,104,70,257.7,123.8,67.0,1.1
4285,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.37,0.01,229,127,111,131.9,124.2,65.6,0.55
4286,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.12,229,127,111,176.9,124.0,64.8,0.73
4287,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.01,207,104,77,237.6,125.8,64.8,0.99
4288,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.0,0.14,149,95,67,249.6,118.6,67.8,1.03
4289,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.42,0.01,160,76,67,261.4,124.1,63.4,1.05
4290,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.09,0.01,229,127,111,239.9,120.7,63.3,0.94
4291,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.21,0.01,228,136,105,253.2,118.4,66.1,1.02
4292,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.1,228,136,105,240.4,124.3,67.1,1.03
4293,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.19,0.01,207,104,77,241.6,125.3,65.0,1.01
4294,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.39,0.12,229,102,103,238.3,114.3,64.5,0.9
4295,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.9,0.01,191,87,72,248.7,121.3,62.0,0.96
4296,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.01,229,140,97,239.6,119.8,65.8,0.97
4297,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.9,0.01,149,95,67,159.3,122.0,67.0,0.67
4298,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.31,0.01,149,95,67,238.8,119.3,63.8,0.93
4299,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.23,0.01,229,140,107,200.8,114.6,63.6,0.75
4300,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.41,0.01,122,49,53,242.7,123.7,64.0,0.99
4301,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.11,0.11,191,87,72,253.9,117.7,67.4,1.03
4302,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.24,0.01,229,127,111,251.9,117.5,67.5,1.02
4303,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.48,0.08,149,95,67,246.6,116.7,67.1,0.99
4304,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.7,0.01,229,140,97,248.1,117.8,62.3,0.93
4305,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.17,0.01,207,104,77,248.3,124.6,61.9,0.98
4306,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.44,0.14,179,104,70,168.2,118.3,64.4,0.66
4307,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.09,0.01,228,136,105,241.5,115.5,66.4,0.95
4308,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.12,0.01,207,104,77,255.2,120.0,63.6,1.0
4309,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.6,0.01,156,73,62,244.5,121.1,66.9,1.02
4310,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.7,0.01,179,104,70,247.1,117.8,63.6,0.95
4311,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.15,0.01,228,136,105,252.2,122.5,66.3,1.05
4312,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.01,160,76,67,242.5,120.5,62.3,0.93
4313,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.01,229,145,105,243.6,123.9,63.3,0.98
4314,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.34,0.01,156,73,62,125.1,117.1,67.2,0.5
4315,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.25,0.01,229,145,105,247.9,114.0,66.6,0.97
4316,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.31,0.01,229,140,97,247.0,123.3,67.5,1.05
4317,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.01,179,104,70,206.5,117.4,64.9,0.81
4318,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.13,0.09,229,127,111,255.7,117.8,67.4,1.04
4319,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.9,0.01,149,95,67,235.5,115.5,67.9,0.95
4320,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.32,0.01,229,102,103,242.0,118.9,62.8,0.93
4321,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.22,0.01,191,87,72,239.4,121.2,66.4,0.99
4322,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.08,0.01,160,76,67,260.0,123.8,63.4,1.05
4323,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.18,0.01,122,49,53,258.8,125.3,64.6,1.07
4324,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.46,0.01,229,140,107,202.6,119.5,65.8,0.82
4325,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.39,0.01,156,73,62,250.9,114.9,65.7,0.97
4326,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.07,0.01,229,140,97,242.8,118.2,65.1,0.96
4327,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.25,0.14,207,104,77,252.7,120.5,64.3,1.0
4328,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.11,0.01,229,102,103,259.0,120.4,66.7,1.07
4329,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.19,0.01,228,136,105,247.0,122.0,64.4,1.0
4330,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.42,0.08,160,76,67,247.9,115.0,65.3,0.95
4331,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.01,229,140,107,249.2,114.7,65.1,0.95
4332,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.01,122,49,53,248.9,124.9,65.0,1.04
4333,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.17,0.07,149,95,67,252.9,125.4,67.9,1.1
4334,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.49,0.01,149,95,67,261.2,120.1,65.8,1.06
4335,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.38,0.01,191,87,72,218.0,122.1,64.0,0.87
4336,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.12,0.11,229,127,111,242.0,124.8,67.2,1.04
4337,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.26,0.01,122,49,53,245.2,114.9,62.1,0.9
4338,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.34,0.01,156,73,62,253.6,122.8,62.9,1.0
4339,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.11,0.01,149,95,67,252.6,118.9,67.7,1.04
4340,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.05,0.07,229,140,97,244.0,122.1,62.0,0.95
4341,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.01,229,145,105,255.5,125.3,61.8,1.01
4342,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.08,0.01,207,104,77,243.8,119.5,67.9,1.01
4343,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.48,0.01,229,145,105,241.3,125.1,66.1,1.02
4344,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.01,160,76,67,246.2,114.3,67.4,0.97
4345,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.22,0.01,179,104,70,238.9,119.1,65.8,0.96
4346,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.01,229,140,107,183.6,117.8,67.0,0.74
4347,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.01,179,104,70,143.0,118.6,68.1,0.59
4348,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.29,0.01,160,76,67,239.2,124.1,67.7,1.03
4349,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.16,0.01,156,73,62,246.2,121.1,63.0,0.96
4350,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.01,160,76,67,225.0,116.4,67.9,0.91
4351,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.18,0.1,229,127,111,251.6,122.2,64.9,1.02
4352,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.28,0.01,229,102,103,239.8,119.8,68.0,1.0
4353,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.43,0.1,229,127,111,244.2,124.2,67.7,1.05
4354,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.09,0.01,228,136,105,160.2,120.1,68.0,0.67
4355,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.21,0.11,122,49,53,251.2,114.8,68.2,1.01
4356,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.15,0.01,179,104,70,245.2,124.8,65.1,1.02
4357,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.07,0.11,229,145,105,248.2,120.3,65.3,1.0
4358,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.0,0.01,229,102,103,244.9,115.5,67.9,0.98
4359,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.9,0.1,191,87,72,246.1,123.5,67.7,1.06
4360,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.13,156,73,62,247.5,116.7,65.3,0.97
4361,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.14,0.01,156,73,62,258.1,122.0,66.8,1.08
4362,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.41,0.01,229,127,111,241.4,117.6,64.1,0.93
4363,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.01,179,104,70,246.7,121.0,65.5,1.0
4364,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.22,0.01,229,140,97,243.6,120.8,65.7,0.99
4365,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.01,229,140,97,241.6,124.6,66.8,1.03
4366,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.07,0.01,149,95,67,240.9,119.3,62.4,0.92
4367,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.7,0.1,207,104,77,237.8,119.2,63.4,0.92
4368,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.41,0.01,228,136,105,242.6,121.7,65.0,0.98
4369,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.01,179,104,70,240.3,115.3,62.0,0.88
4370,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.29,0.01,122,49,53,247.5,114.8,62.2,0.91
4371,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.21,0.01,229,127,111,259.5,119.1,63.9,1.01
4372,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.41,0.01,229,102,103,243.8,126.0,64.4,1.01
4373,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.01,228,136,105,240.7,119.7,66.2,0.98
4374,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.17,0.01,149,95,67,259.7,122.2,65.1,1.06
4375,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.47,0.01,149,95,67,251.1,115.6,62.9,0.94
4376,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.37,0.01,149,95,67,239.3,118.8,63.7,0.93
4377,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.28,0.01,156,73,62,247.9,114.2,63.9,0.93
4378,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.06,0.01,207,104,77,257.7,114.0,66.2,1.0
4379,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.01,156,73,62,252.1,115.9,67.7,1.01
4380,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.01,229,127,111,243.5,123.0,65.2,1.0
4381,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.7,0.01,228,136,105,249.3,116.0,62.8,0.93
4382,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.01,191,87,72,257.3,116.0,67.9,1.04
4383,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.31,0.13,207,104,77,198.7,117.0,68.2,0.81
4384,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.49,0.01,229,102,103,243.3,114.7,67.8,0.97
4385,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.46,0.01,156,73,62,241.7,121.9,65.4,0.99
4386,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.01,156,73,62,239.2,117.6,65.1,0.94
4387,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.8,0.14,229,102,103,148.1,120.9,62.7,0.58
4388,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.6,0.01,156,73,62,248.1,123.0,67.8,1.06
4389,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.13,0.01,191,87,72,126.0,116.4,62.4,0.47
4390,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.06,0.07,160,76,67,242.5,114.5,66.2,0.94
4391,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.47,0.08,228,136,105,145.1,122.2,63.7,0.58
4392,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.19,0.01,229,127,111,191.3,115.6,68.0,0.77
4393,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.19,0.01,122,49,53,254.9,114.3,66.1,0.99
4394,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.35,0.01,160,76,67,240.6,123.3,67.8,1.03
4395,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.19,0.01,156,73,62,240.8,117.2,64.9,0.94
4396,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.34,0.01,160,76,67,256.0,122.4,64.4,1.03
4397,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.01,229,127,111,259.5,120.8,67.5,1.09
4398,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.01,149,95,67,261.4,124.3,64.5,1.07
4399,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.22,0.01,179,104,70,255.3,116.3,65.9,1.0
4400,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.11,160,76,67,248.2,121.8,66.5,1.03
4401,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.08,0.01,229,145,105,243.1,121.3,66.7,1.01
4402,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.32,0.01,229,127,111,254.0,125.4,66.6,1.09
4403,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.25,0.11,229,140,97,161.9,114.7,64.3,0.61
4404,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.46,0.01,228,136,105,250.0,123.6,63.3,1.0
4405,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.31,0.01,229,140,107,262.2,122.7,68.0,1.12
4406,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.36,0.01,229,140,107,254.3,114.5,66.7,1.0
4407,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.49,0.01,160,76,67,238.5,122.4,61.9,0.93
4408,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.13,0.01,229,145,105,261.7,125.6,66.1,1.11
4409,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.26,0.09,229,140,97,260.8,120.0,63.0,1.01
4410,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.24,0.01,160,76,67,258.6,119.5,65.4,1.04
4411,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.15,0.01,229,140,107,246.9,119.7,65.5,0.99
4412,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.21,0.01,229,140,97,208.0,119.8,62.7,0.8
4413,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.17,0.01,207,104,77,250.1,125.2,63.5,1.02
4414,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.18,0.01,160,76,67,246.2,124.3,67.3,1.06
4415,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.13,0.01,229,102,103,261.9,117.6,62.1,0.98
4416,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.05,0.01,122,49,53,252.6,117.6,66.3,1.01
4417,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.14,0.08,160,76,67,212.0,118.1,62.1,0.8
4418,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.6,0.01,229,140,97,163.3,120.0,65.7,0.66
4419,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.06,0.01,229,145,105,262.5,115.9,62.2,0.97
4420,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.26,0.01,191,87,72,249.0,118.5,64.3,0.97
4421,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.42,0.01,207,104,77,258.0,122.6,67.7,1.1
4422,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.11,0.01,149,95,67,261.5,120.5,62.5,1.01
4423,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.28,0.01,191,87,72,238.5,124.6,62.7,0.96
4424,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.42,0.01,207,104,77,243.7,118.7,66.7,0.99
4425,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.11,0.01,122,49,53,244.4,118.9,68.1,1.01
4426,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.11,0.14,122,49,53,262.4,120.2,66.8,1.08
4427,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.28,0.01,179,104,70,242.0,115.4,67.0,0.96
4428,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.26,0.01,149,95,67,261.0,122.7,68.0,1.12
4429,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.22,0.09,179,104,70,248.7,116.3,66.0,0.98
4430,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.08,0.01,229,145,105,262.4,115.9,65.9,1.03
4431,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.29,0.08,229,127,111,247.9,117.5,65.4,0.98
4432,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.44,0.01,229,127,111,256.7,120.4,63.6,1.01
4433,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.01,207,104,77,257.1,125.2,63.8,1.05
4434,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.43,0.01,229,140,107,241.2,119.0,66.1,0.97
4435,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.39,0.01,122,49,53,243.5,114.7,67.9,0.97
4436,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.01,229,140,97,253.1,114.3,68.2,1.01
4437,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.38,0.01,229,127,111,259.1,124.9,65.5,1.09
4438,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.01,156,73,62,244.8,124.8,67.9,1.06
4439,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.24,0.01,229,127,111,259.7,122.8,66.8,1.09
4440,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.12,149,95,67,242.7,119.1,63.3,0.94
4441,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.22,0.08,179,104,70,231.1,118.3,67.5,0.95
4442,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.06,0.01,191,87,72,240.2,114.3,66.9,0.94
4443,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.14,229,127,111,250.8,117.1,63.0,0.95
4444,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.07,0.01,228,136,105,260.3,116.0,65.8,1.02
4445,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.01,179,104,70,189.1,122.6,63.2,0.75
4446,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.47,0.01,229,140,107,226.5,119.6,65.2,0.91
4447,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.29,0.12,229,140,107,155.4,116.1,64.0,0.59
4448,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.47,0.11,179,104,70,242.9,123.3,67.4,1.04
4449,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.11,229,140,97,250.2,118.8,65.6,1.0
4450,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.1,229,145,105,255.6,125.3,62.6,1.03
4451,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.31,0.12,229,127,111,256.4,118.5,62.2,0.97
4452,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.08,228,136,105,248.4,114.8,66.7,0.98
4453,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.15,0.01,149,95,67,249.2,116.1,64.7,0.96
4454,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.9,0.01,156,73,62,167.2,114.4,65.5,0.64
4455,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.8,0.01,229,145,105,258.8,117.3,64.9,1.01
4456,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.14,229,140,97,249.8,125.4,67.9,1.09
